,link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale,postal_code_str,province
6963,https://www.immoweb.be/en/classified/apartment/for-sale/chaumont-gistoux/1325/20231635,20231635,Chaumont-gistoux,1325,395000.0,APARTMENT,APARTMENT,4,160.0,,0,0.0,,2.0,0,,,,FOR_SALE,1325,Brabant wallon
6964,https://www.immoweb.be/en/classified/exceptional-property/for-sale/braine-le-chateau/1440/20278016,20278016,Braine-le-château,1440,1250000.0,HOUSE,EXCEPTIONAL_PROPERTY,4,450.0,0.0,0,300.0,200.0,4.0,1,2149.0,,AS_NEW,FOR_SALE,1440,Brabant wallon
6965,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20008727,20008727,Chaumont-gistoux,1325,665000.0,HOUSE,HOUSE,4,255.0,,1,50.0,3000.0,3.0,1,4320.0,INSTALLED,AS_NEW,FOR_SALE,1325,Brabant wallon
6966,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/11458350,11458350,Braine-le-château,1440,290000.0,HOUSE,HOUSE,2,166.0,,0,,,4.0,0,799.0,INSTALLED,JUST_RENOVATED,FOR_SALE,1440,Brabant wallon
6967,https://www.immoweb.be/en/classified/apartment-block/for-sale/corroy-le-grand/1325/20121635,20121635,Corroy-le-grand,1325,449000.0,HOUSE,APARTMENT_BLOCK,4,198.0,0.0,0,10.0,160.0,4.0,1,836.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,1325,Brabant wallon
6968,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20239178,20239178,Chaumont-gistoux,1325,1250000.0,HOUSE,HOUSE,5,290.0,0.0,0,,,4.0,1,3200.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1325,Brabant wallon
6969,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20250621,20250621,Braine-le-château,1440,197500.0,HOUSE,HOUSE,3,100.0,0.0,0,0.0,,3.0,1,247.0,,,FOR_SALE,1440,Brabant wallon
6970,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20173961,20173961,Braine-le-château,1440,450000.0,HOUSE,HOUSE,4,285.0,0.0,0,,,4.0,1,414.0,,,FOR_SALE,1440,Brabant wallon
6971,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20103291,20103291,Chaumont-gistoux,1325,620000.0,HOUSE,HOUSE,3,200.0,0.0,0,50.0,780.0,4.0,1,780.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1325,Brabant wallon
6972,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20197099,20197099,Braine-le-château,1440,970000.0,HOUSE,HOUSE,3,220.0,0.0,0,,,4.0,1,5091.0,,AS_NEW,FOR_SALE,1440,Brabant wallon
6973,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20278994,20278994,Braine-le-château,1440,635000.0,HOUSE,HOUSE,5,220.0,0.0,0,,800.0,3.0,1,971.0,,GOOD,FOR_SALE,1440,Brabant wallon
6974,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20241615,20241615,Braine-le-château,1440,398500.0,HOUSE,HOUSE,3,160.0,0.0,0,0.0,,3.0,1,489.0,,,FOR_SALE,1440,Brabant wallon
6975,https://www.immoweb.be/en/classified/penthouse/for-sale/chaumont-gistoux/1325/20260373,20260373,Chaumont-gistoux,1325,895000.0,APARTMENT,PENTHOUSE,3,148.0,,0,145.0,,0.0,0,,USA_HYPER_EQUIPPED,,FOR_SALE,1325,Brabant wallon
6976,https://www.immoweb.be/en/classified/house/for-sale/longueville/1325/20246093,20246093,Longueville,1325,730000.0,HOUSE,HOUSE,5,300.0,,1,50.0,3331.0,4.0,0,3331.0,INSTALLED,GOOD,FOR_SALE,1325,Brabant wallon
6977,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20236222,20236222,Braine-le-château,1440,425000.0,HOUSE,HOUSE,4,181.0,0.0,0,0.0,,3.0,1,263.0,,,FOR_SALE,1440,Brabant wallon
6978,https://www.immoweb.be/en/classified/penthouse/for-sale/chaumont-gistoux/1325/20260374,20260374,Chaumont-gistoux,1325,995000.0,APARTMENT,PENTHOUSE,3,158.0,,0,117.0,,4.0,0,,USA_HYPER_EQUIPPED,,FOR_SALE,1325,Brabant wallon
6979,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20177495,20177495,Braine-le-château,1440,350000.0,HOUSE,HOUSE,3,161.0,,0,0.0,800.0,4.0,1,893.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1440,Brabant wallon
6980,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20193650,20193650,Braine-le-château,1440,350000.0,HOUSE,HOUSE,3,135.0,0.0,0,,,4.0,1,521.0,,TO_RENOVATE,FOR_SALE,1440,Brabant wallon
6981,https://www.immoweb.be/en/classified/apartment/for-sale/braine-le-chateau/1440/20272008,20272008,Braine-le-chateau,1440,255000.0,APARTMENT,APARTMENT,2,100.0,0.0,0,4.0,,2.0,0,,,,FOR_SALE,1440,Brabant wallon
6982,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20014455,20014455,Chaumont-gistoux,1325,1150000.0,HOUSE,HOUSE,5,400.0,0.0,0,,3000.0,4.0,1,4999.0,INSTALLED,GOOD,FOR_SALE,1325,Brabant wallon
6983,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20251251,20251251,Braine-le-château,1440,625000.0,HOUSE,HOUSE,5,159.0,0.0,0,,,4.0,1,550.0,,GOOD,FOR_SALE,1440,Brabant wallon
6984,https://www.immoweb.be/en/classified/villa/for-sale/corroy-le-grand/1325/20141889,20141889,Corroy-le-grand,1325,1395000.0,HOUSE,VILLA,10,510.0,0.0,0,64.0,3752.0,4.0,0,3985.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1325,Brabant wallon
6985,https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/11327449,11327449,Chaumont-gistoux,1325,325000.0,HOUSE,VILLA,3,170.0,,0,0.0,,4.0,0,938.0,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE,1325,Brabant wallon
6986,https://www.immoweb.be/en/classified/ground-floor/for-sale/braine-le-chateau-wauthier-braine/1440/20159446,20159446,Braine-le-château wauthier-braine,1440,319000.0,APARTMENT,GROUND_FLOOR,2,98.0,0.0,0,9.0,41.0,4.0,1,,HYPER_EQUIPPED,GOOD,FOR_SALE,1440,Brabant wallon
6987,https://www.immoweb.be/en/classified/exceptional-property/for-sale/longueville/1325/20255300,20255300,Longueville,1325,1250000.0,HOUSE,EXCEPTIONAL_PROPERTY,5,370.0,,1,,,4.0,0,17311.0,INSTALLED,,FOR_SALE,1325,Brabant wallon
6988,https://www.immoweb.be/en/classified/villa/for-sale/corroy-le-grand/1325/20179807,20179807,Corroy-le-grand,1325,539000.0,HOUSE,VILLA,4,160.0,0.0,0,0.0,,4.0,1,720.0,,,FOR_SALE,1325,Brabant wallon
6989,https://www.immoweb.be/en/classified/house/for-sale/braine-le-chateau/1440/20126942,20126942,Braine-le-château,1440,549000.0,HOUSE,HOUSE,4,175.0,0.0,0,,4000.0,4.0,1,4719.0,,GOOD,FOR_SALE,1440,Brabant wallon
6990,https://www.immoweb.be/en/classified/farmhouse/for-sale/corroy-le-grand/1325/20121636,20121636,Corroy-le-grand,1325,449000.0,HOUSE,FARMHOUSE,4,198.0,0.0,0,10.0,160.0,4.0,1,836.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,1325,Brabant wallon
6991,https://www.immoweb.be/en/classified/mansion/for-sale/kasteelbrakel/1440/20257485,20257485,Kasteelbrakel,1440,899000.0,HOUSE,MANSION,6,500.0,,1,,,3.0,0,992.0,HYPER_EQUIPPED,GOOD,FOR_SALE,1440,Brabant wallon
6992,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20269647,20269647,Anderlecht,1070,475000.0,HOUSE,HOUSE,4,195.0,0.0,0,5.0,350.0,2.0,1,495.0,HYPER_EQUIPPED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6993,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/20279989,20279989,Anderlecht,1070,587848.0,HOUSE,APARTMENT_BLOCK,5,270.0,0.0,0,0.0,5.0,2.0,1,300.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6994,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20277623,20277623,Anderlecht,1070,395000.0,HOUSE,HOUSE,4,140.0,0.0,0,,40.0,2.0,1,90.0,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6995,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20221575,20221575,Anderlecht,1070,270000.0,APARTMENT,APARTMENT,2,75.0,1.0,0,8.0,,0.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6996,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20275685,20275685,Anderlecht,1070,279000.0,APARTMENT,APARTMENT,2,105.0,,0,16.0,,0.0,1,,USA_INSTALLED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6997,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20280777,20280777,Anderlecht,1070,335000.0,APARTMENT,APARTMENT,2,107.0,0.0,0,20.0,,2.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6998,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20153577,20153577,Anderlecht,1070,349000.0,APARTMENT,APARTMENT,3,160.0,0.0,0,8.0,,2.0,1,,HYPER_EQUIPPED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
6999,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20218592,20218592,Anderlecht,1070,335000.0,APARTMENT,APARTMENT,2,100.0,0.0,0,21.0,,2.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7000,https://www.immoweb.be/en/classified/ground-floor/for-sale/anderlecht/1070/20231857,20231857,Anderlecht,1070,265000.0,APARTMENT,GROUND_FLOOR,3,85.0,0.0,0,4.0,,2.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7001,https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/20282829,20282829,Anderlecht,1070,385000.0,APARTMENT,DUPLEX,1,93.0,0.0,0,27.0,,2.0,0,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7002,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20267054,20267054,Anderlecht,1070,189000.0,APARTMENT,APARTMENT,2,58.0,0.0,0,,,2.0,0,,INSTALLED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7003,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20282681,20282681,Anderlecht,1070,280000.0,HOUSE,HOUSE,2,94.0,0.0,0,0.0,62.0,0.0,0,125.0,INSTALLED,TO_BE_DONE_UP,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7004,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20280742,20280742,Anderlecht,1070,300000.0,APARTMENT,APARTMENT,2,108.0,0.0,0,0.0,,2.0,1,,SEMI_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7005,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20281800,20281800,Anderlecht,1070,295000.0,HOUSE,HOUSE,3,120.0,,0,0.0,,0.0,0,102.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7006,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20255317,20255317,Anderlecht,1070,245000.0,APARTMENT,APARTMENT,2,70.0,0.0,0,3.0,,2.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7007,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20277704,20277704,Anderlecht,1070,269000.0,APARTMENT,APARTMENT,2,85.0,,0,6.0,,2.0,0,,INSTALLED,JUST_RENOVATED,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7008,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20276979,20276979,Anderlecht,1070,235000.0,APARTMENT,APARTMENT,2,96.0,,0,0.0,,3.0,1,,USA_SEMI_EQUIPPED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7009,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20277720,20277720,Anderlecht,1070,240000.0,APARTMENT,APARTMENT,2,75.0,,0,0.0,,0.0,0,,SEMI_EQUIPPED,JUST_RENOVATED,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7010,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20281258,20281258,Anderlecht,1070,475000.0,HOUSE,HOUSE,2,165.0,0.0,0,0.0,,2.0,1,50.0,INSTALLED,GOOD,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7011,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20273712,20273712,Anderlecht,1070,335000.0,APARTMENT,APARTMENT,3,118.0,,0,17.0,,3.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1070,Brussels Hoofdstedelijk Gewest
7012,https://www.immoweb.be/en/classified/house/for-sale/labuissiere/6567/20192951,20192951,Labuissiere,6567,180000.0,HOUSE,HOUSE,3,130.0,0.0,0,20.0,790.0,4.0,0,866.0,INSTALLED,,FOR_SALE,6567,Henegouwen
7013,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/10442438,10442438,Merbes-le-chateau,6567,119999.0,HOUSE,HOUSE,3,160.0,0.0,0,38.0,88.0,2.0,1,210.0,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE,6567,Henegouwen
7014,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/20113073,20113073,Court-saint-etienne,1490,475000.0,HOUSE,HOUSE,4,147.0,,0,20.0,1130.0,4.0,0,1130.0,,GOOD,FOR_SALE,1490,Brabant wallon
7015,https://www.immoweb.be/en/classified/apartment-block/for-sale/merbes-le-chateau/6567/11211367,11211367,Merbes-le-chateau,6567,150000.0,HOUSE,APARTMENT_BLOCK,0,,,0,0.0,,3.0,0,0.0,,GOOD,FOR_SALE,6567,Henegouwen
7016,https://www.immoweb.be/en/classified/house/for-sale/merbes-sainte-marie/6567/20115313,20115313,Merbes-sainte-marie,6567,699000.0,HOUSE,HOUSE,4,280.0,,0,0.0,,4.0,0,1073.0,INSTALLED,,FOR_SALE,6567,Henegouwen
7017,https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-st-etienne/1490/20167751,20167751,Court-st.-étienne,1490,519000.0,HOUSE,EXCEPTIONAL_PROPERTY,6,300.0,0.0,0,100.0,1500.0,4.0,1,1877.0,INSTALLED,TO_RENOVATE,FOR_SALE,1490,Brabant wallon
7018,https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-saint-etienne/1490/20056241,20056241,Court-saint-etienne,1490,895000.0,HOUSE,EXCEPTIONAL_PROPERTY,4,275.0,0.0,0,,,4.0,1,11749.0,HYPER_EQUIPPED,GOOD,FOR_SALE,1490,Brabant wallon
7019,https://www.immoweb.be/en/classified/house/for-sale/labuissiere/6567/20016496,20016496,Labuissière,6567,197000.0,HOUSE,HOUSE,2,176.0,,0,,,3.0,0,615.0,INSTALLED,,FOR_SALE,6567,Henegouwen
7020,https://www.immoweb.be/en/classified/apartment-block/for-sale/court-st-etienne/1490/20261248,20261248,Court-st.-étienne,1490,519000.0,HOUSE,APARTMENT_BLOCK,6,300.0,0.0,0,100.0,1500.0,4.0,1,1877.0,INSTALLED,TO_RENOVATE,FOR_SALE,1490,Brabant wallon
7021,https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-saint-etienne/1490/20230648,20230648,Court-saint-etienne,1490,875000.0,HOUSE,EXCEPTIONAL_PROPERTY,4,396.0,,0,,,4.0,0,2000.0,INSTALLED,GOOD,FOR_SALE,1490,Brabant wallon
7022,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/20242541,20242541,Merbes-le-château,6567,125000.0,HOUSE,HOUSE,2,71.0,0.0,0,0.0,,2.0,0,64.0,NOT_INSTALLED,TO_BE_DONE_UP,FOR_SALE,6567,Henegouwen
7023,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/11352007,11352007,Merbes-le-château,6567,105000.0,HOUSE,HOUSE,2,,0.0,0,0.0,,2.0,0,0.0,INSTALLED,JUST_RENOVATED,FOR_SALE,6567,Henegouwen
7024,https://www.immoweb.be/en/classified/apartment/for-sale/court-st-etienne/1490/20257992,20257992,Court-st.-etienne,1490,311000.0,APARTMENT,APARTMENT,2,85.0,0.0,0,35.0,,0.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1490,Brabant wallon
7025,https://www.immoweb.be/en/classified/house/for-sale/merbes-sainte-marie/6567/20137800,20137800,Merbes-sainte-marie,6567,155500.0,HOUSE,HOUSE,3,147.0,0.0,0,0.0,280.0,4.0,0,360.0,,,FOR_SALE,6567,Henegouwen
7026,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/merbes-le-chateau/6567/20207771,20207771,Merbes-le-château,6567,165000.0,HOUSE,MIXED_USE_BUILDING,2,98.0,0.0,0,10.0,,2.0,1,100.0,SEMI_EQUIPPED,GOOD,FOR_SALE,6567,Henegouwen
7027,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/merbes-le-chateau/6567/20225216,20225216,Merbes-le-château,6567,235000.0,HOUSE,MIXED_USE_BUILDING,3,185.0,0.0,0,0.0,,3.0,1,122.0,,TO_BE_DONE_UP,FOR_SALE,6567,Henegouwen
7028,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/11307222,11307222,Court-saint-etienne,1490,575000.0,HOUSE,HOUSE,4,200.0,,0,70.0,,4.0,0,1107.0,INSTALLED,JUST_RENOVATED,FOR_SALE,1490,Brabant wallon
7029,https://www.immoweb.be/en/classified/country-cottage/for-sale/merbesle-chateau-merbes-sainte-marie/6567/20035001,20035001,Merbesle-château merbes-sainte-marie,6567,139000.0,HOUSE,COUNTRY_COTTAGE,3,672.0,0.0,0,,5721.0,4.0,1,6393.0,,TO_RESTORE,FOR_SALE,6567,Henegouwen
7030,https://www.immoweb.be/en/classified/house/for-sale/court-st-etienne/1490/20278092,20278092,Court-st.-étienne,1490,365000.0,HOUSE,HOUSE,4,173.0,,0,20.0,,3.0,1,580.0,HYPER_EQUIPPED,GOOD,FOR_SALE,1490,Brabant wallon
7031,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/10681708,10681708,Merbes-le-chateau,6567,269999.0,HOUSE,HOUSE,3,218.0,0.0,0,,988.0,3.0,1,700.0,INSTALLED,GOOD,FOR_SALE,6567,Henegouwen
7032,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/20025004,20025004,Court-saint-étienne,1490,420000.0,HOUSE,HOUSE,5,200.0,,0,30.0,,4.0,1,0.0,SEMI_EQUIPPED,AS_NEW,FOR_SALE,1490,Brabant wallon
7033,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/10129220,10129220,Court-saint-etienne,1490,350000.0,HOUSE,HOUSE,3,165.0,,0,,,3.0,0,300.0,NOT_INSTALLED,JUST_RENOVATED,FOR_SALE,1490,Brabant wallon
7034,https://www.immoweb.be/en/classified/villa/for-sale/fontaine-valmont/6567/20022034,20022034,Fontaine valmont,6567,260000.0,HOUSE,VILLA,5,154.0,,1,1.0,1.0,4.0,1,2050.0,INSTALLED,TO_BE_DONE_UP,FOR_SALE,6567,Henegouwen
7035,https://www.immoweb.be/en/classified/house/for-sale/labuissiere/6567/20074981,20074981,Labuissière,6567,249000.0,HOUSE,HOUSE,4,266.0,,0,0.0,,4.0,0,435.0,INSTALLED,GOOD,FOR_SALE,6567,Henegouwen
7036,https://www.immoweb.be/en/classified/duplex/for-sale/court-saint-etienne/1490/20054773,20054773,Court-saint-étienne,1490,189000.0,APARTMENT,DUPLEX,2,125.0,,0,,,2.0,0,,SEMI_EQUIPPED,GOOD,FOR_SALE,1490,Brabant wallon
7037,https://www.immoweb.be/en/classified/house/for-sale/fontaine-valmont/6567/20122968,20122968,Fontaine-valmont,6567,140000.0,HOUSE,HOUSE,2,,,0,0.0,,3.0,0,320.0,,TO_RENOVATE,FOR_SALE,6567,Henegouwen
7038,https://www.immoweb.be/en/classified/villa/for-sale/court-saint-etienne/1490/20254511,20254511,Court-saint-etienne,1490,699000.0,HOUSE,VILLA,4,300.0,,1,35.0,1200.0,4.0,0,1523.0,INSTALLED,AS_NEW,FOR_SALE,1490,Brabant wallon
7039,https://www.immoweb.be/en/classified/villa/for-sale/merbes-sainte-marie/6567/11277828,11277828,Merbes-sainte-marie,6567,139000.0,HOUSE,VILLA,3,,,0,1.0,1.0,4.0,1,1021.0,,TO_BE_DONE_UP,FOR_SALE,6567,Henegouwen
7040,https://www.immoweb.be/en/classified/apartment/for-sale/court-saint-etienne/1490/11319103,11319103,Court-saint-étienne,1490,275000.0,APARTMENT,APARTMENT,2,160.0,,0,,,2.0,0,,,GOOD,FOR_SALE,1490,Brabant wallon
7041,https://www.immoweb.be/en/classified/villa/for-sale/court-saint-etienne/1490/11213950,11213950,Court-saint-etienne,1490,1100000.0,HOUSE,VILLA,4,262.0,0.0,0,100.0,,4.0,1,5433.0,INSTALLED,AS_NEW,FOR_SALE,1490,Brabant wallon
7042,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/20071300,20071300,Merbes-le-château,6567,250000.0,HOUSE,HOUSE,4,226.0,,0,,,4.0,0,755.0,INSTALLED,,FOR_SALE,6567,Henegouwen
7043,https://www.immoweb.be/en/classified/house/for-sale/merbes-le-chateau/6567/20179185,20179185,Merbes-le-château,6567,350000.0,HOUSE,HOUSE,4,223.0,,0,60.0,860.0,4.0,0,1091.0,INSTALLED,GOOD,FOR_SALE,6567,Henegouwen
7044,https://www.immoweb.be/en/classified/apartment-block/for-sale/court-saint-etienne/1490/11329543,11329543,Court-saint-etienne,1490,899000.0,HOUSE,APARTMENT_BLOCK,4,500.0,,1,,,2.0,0,1760.0,,GOOD,FOR_SALE,1490,Brabant wallon
7045,https://www.immoweb.be/en/classified/house/for-sale/labuissiere/6567/20240952,20240952,Labuissière,6567,170000.0,HOUSE,HOUSE,3,184.0,,0,0.0,,4.0,0,1150.0,,,FOR_SALE,6567,Henegouwen
7046,https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-saint-etienne/1490/20088148,20088148,Court-saint-etienne,1490,598000.0,HOUSE,EXCEPTIONAL_PROPERTY,3,205.0,0.0,0,130.0,,4.0,1,1003.0,HYPER_EQUIPPED,JUST_RENOVATED,FOR_SALE,1490,Brabant wallon
7047,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/20171259,20171259,Court-saint-etienne,1490,395000.0,HOUSE,HOUSE,5,200.0,,0,30.0,,4.0,0,500.0,SEMI_EQUIPPED,GOOD,FOR_SALE,1490,Brabant wallon
7048,https://www.immoweb.be/en/classified/apartment/for-sale/court-st-etienne/1490/10920395,10920395,Court-st.-etienne,1490,504000.0,APARTMENT,APARTMENT,3,160.0,0.0,0,13.0,,0.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1490,Brabant wallon
7049,https://www.immoweb.be/en/classified/house/for-sale/court-st-etienne/1490/11228402,11228402,Court-st.-étienne,1490,495900.0,HOUSE,HOUSE,3,170.0,0.0,0,,,4.0,1,617.0,NOT_INSTALLED,,FOR_SALE,1490,Brabant wallon
7050,https://www.immoweb.be/en/classified/house/for-sale/merbesle-chateau-fontaine-valmont/6567/20148814,20148814,Merbesle-château fontaine-valmont,6567,249000.0,HOUSE,HOUSE,3,198.0,0.0,0,,,3.0,1,1165.0,INSTALLED,GOOD,FOR_SALE,6567,Henegouwen
7051,https://www.immoweb.be/en/classified/duplex/for-sale/nil-saint-vincent-saint-martin/1457/10646573,10646573,Nil-saint-vincent-saint-martin,1457,275000.0,APARTMENT,DUPLEX,2,85.0,,0,,,3.0,0,,INSTALLED,GOOD,FOR_SALE,1457,Brabant wallon
7052,https://www.immoweb.be/en/classified/house/for-sale/walhain/1457/10664844,10664844,Walhain,1457,358000.0,HOUSE,HOUSE,4,174.0,,0,32.0,205.0,0.0,0,266.0,,GOOD,FOR_SALE,1457,Brabant wallon
7053,https://www.immoweb.be/en/classified/apartment/for-sale/walhain/1457/20277686,20277686,Walhain,1457,195000.0,APARTMENT,APARTMENT,2,,,0,11.0,,0.0,0,,,GOOD,FOR_SALE,1457,Brabant wallon
7054,https://www.immoweb.be/en/classified/house/for-sale/walhain-saint-paul/1457/20270196,20270196,Walhain-saint-paul,1457,447000.0,HOUSE,HOUSE,3,154.0,,0,0.0,,3.0,0,702.0,SEMI_EQUIPPED,,FOR_SALE,1457,Brabant wallon
7055,https://www.immoweb.be/en/classified/house/for-sale/walhain-saint-paul/1457/20282539,20282539,Walhain-saint-paul,1457,447000.0,HOUSE,HOUSE,3,126.0,,0,0.0,,3.0,0,702.0,NOT_INSTALLED,,FOR_SALE,1457,Brabant wallon
7056,https://www.immoweb.be/en/classified/house/for-sale/tourinnes-saint-lambert/1457/20206190,20206190,Tourinnes-saint-lambert,1457,480000.0,HOUSE,HOUSE,3,150.0,,1,0.0,,4.0,0,3300.0,,AS_NEW,FOR_SALE,1457,Brabant wallon
7057,https://www.immoweb.be/en/classified/house/for-sale/walhain-saint-paul/1457/20270197,20270197,Walhain-saint-paul,1457,477000.0,HOUSE,HOUSE,3,154.0,,0,0.0,,3.0,0,1056.0,SEMI_EQUIPPED,,FOR_SALE,1457,Brabant wallon
7058,https://www.immoweb.be/en/classified/house/for-sale/walhain/1457/20214068,20214068,Walhain,1457,299000.0,HOUSE,HOUSE,2,95.0,0.0,0,,,3.0,1,1150.0,INSTALLED,GOOD,FOR_SALE,1457,Brabant wallon
7059,https://www.immoweb.be/en/classified/house/for-sale/nil-saint-vincent-saint-martin/1457/10588160,10588160,Nil-saint-vincent-saint-martin,1457,450000.0,HOUSE,HOUSE,5,160.0,,1,,,4.0,0,927.0,USA_SEMI_EQUIPPED,GOOD,FOR_SALE,1457,Brabant wallon
7060,https://www.immoweb.be/en/classified/house/for-sale/walhain/1457/10687013,10687013,Walhain,1457,325000.0,HOUSE,HOUSE,3,210.0,,0,0.0,960.0,0.0,0,960.0,,GOOD,FOR_SALE,1457,Brabant wallon
7061,https://www.immoweb.be/en/classified/apartment/for-sale/walhain/1457/11314366,11314366,Walhain,1457,250000.0,APARTMENT,APARTMENT,1,65.0,0.0,0,10.0,2218.0,4.0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE,1457,Brabant wallon
7062,https://www.immoweb.be/en/classified/villa/for-sale/walhain/1457/20235337,20235337,Walhain,1457,600000.0,HOUSE,VILLA,4,180.0,,0,,,4.0,0,15.0,USA_INSTALLED,AS_NEW,FOR_SALE,1457,Brabant wallon
