,property_id,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building
1948,20255326,1130,481000,HOUSE,HOUSE,4,149.0,0.0,0,20.0,46.0,2.0,1,0.0,HYPER_EQUIPPED,UNKNOWN
1949,20388393,1130,485000,HOUSE,HOUSE,4,201.0,0.0,1,22.0,210.0,0.0,0,396.0,UNKNOWN,JUST_RENOVATED
1950,20370561,3798,249000,HOUSE,HOUSE,0,100.0,0.0,0,13.0,0.0,0.0,0,386.0,UNKNOWN,TO_RENOVATE
1951,20038315,5001,475000,HOUSE,HOUSE,4,179.0,0.0,0,23.0,0.0,3.0,0,461.0,SEMI_EQUIPPED,UNKNOWN
1953,20323560,2360,189000,APARTMENT,APARTMENT,2,84.0,0.0,0,11.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
1954,20092490,3798,198000,HOUSE,APARTMENT_BLOCK,4,200.0,0.0,0,25.0,325.0,2.0,0,538.0,UNKNOWN,TO_RENOVATE
1955,20024332,5000,378800,APARTMENT,APARTMENT,3,124.0,0.0,0,4.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
1956,20344268,2360,349000,HOUSE,HOUSE,3,169.0,0.0,1,22.0,0.0,2.0,0,457.0,USA_INSTALLED,GOOD
1957,20325593,2360,349000,HOUSE,HOUSE,3,147.0,0.0,0,20.0,0.0,4.0,0,895.0,SEMI_EQUIPPED,TO_RENOVATE
1958,10894010,5000,239000,APARTMENT,APARTMENT,2,86.0,0.0,0,5.0,0.0,0.0,1,0.0,HYPER_EQUIPPED,AS_NEW
1959,20254203,2360,179000,APARTMENT,APARTMENT,2,103.0,0.0,0,13.0,0.0,2.0,0,0.0,NOT_INSTALLED,GOOD
1960,20323488,3530,250000,APARTMENT,APARTMENT,3,136.0,0.0,0,13.0,0.0,4.0,0,0.0,INSTALLED,GOOD
1961,20344292,3530,175000,APARTMENT,APARTMENT,1,55.0,0.0,0,10.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
1962,20165589,3530,298500,APARTMENT,DUPLEX,2,118.0,0.0,0,16.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
1963,11378684,5000,189000,APARTMENT,APARTMENT,2,90.0,0.0,0,6.0,0.0,2.0,1,0.0,INSTALLED,TO_BE_DONE_UP
1964,20228856,5000,117800,APARTMENT,KOT,0,28.0,0.0,0,9.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
1965,20379216,3798,239000,HOUSE,HOUSE,3,189.0,0.0,0,24.0,261.0,3.0,0,485.0,INSTALLED,TO_RENOVATE
1966,11362529,8640,269000,HOUSE,HOUSE,4,228.0,0.0,0,28.0,0.0,3.0,0,1404.0,UNKNOWN,GOOD
1967,20209843,5000,215000,APARTMENT,APARTMENT,1,57.0,0.0,0,6.0,0.0,2.0,0,0.0,INSTALLED,AS_NEW
1968,11488625,1130,198880,APARTMENT,GROUND_FLOOR,1,56.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
1969,20091656,3798,198000,HOUSE,HOUSE,4,200.0,0.0,0,25.0,325.0,2.0,0,538.0,UNKNOWN,TO_RENOVATE
1970,20038148,5001,455000,HOUSE,HOUSE,3,183.0,0.0,0,24.0,0.0,3.0,0,620.0,SEMI_EQUIPPED,UNKNOWN
1971,20038317,5001,389000,HOUSE,HOUSE,3,154.0,0.0,0,20.5,0.0,3.0,0,385.0,SEMI_EQUIPPED,UNKNOWN
1973,20359203,8791,359000,HOUSE,HOUSE,5,210.0,0.0,1,25.0,0.0,3.0,0,319.0,UNKNOWN,GOOD
1974,11417809,5001,345000,HOUSE,HOUSE,3,171.0,0.0,0,22.0,0.0,3.0,0,276.0,SEMI_EQUIPPED,UNKNOWN
1975,20063082,8690,242454,APARTMENT,APARTMENT,2,87.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
1978,20228868,5000,144800,APARTMENT,KOT,0,37.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
1979,20323484,3530,520000,HOUSE,VILLA,4,312.0,0.0,0,36.0,0.0,4.0,0,1174.0,INSTALLED,GOOD
1980,20300761,8640,219000,HOUSE,HOUSE,3,170.0,0.0,0,22.0,0.0,0.0,0,792.0,UNKNOWN,GOOD
1982,11417808,5001,389000,HOUSE,HOUSE,3,205.0,0.0,0,25.0,0.0,2.0,0,330.0,SEMI_EQUIPPED,UNKNOWN
1983,11417807,5001,372000,HOUSE,HOUSE,3,183.0,0.0,0,24.0,0.0,3.0,0,716.0,SEMI_EQUIPPED,UNKNOWN
1984,20038316,5001,429000,HOUSE,HOUSE,3,164.0,0.0,0,22.0,0.0,3.0,0,481.0,SEMI_EQUIPPED,UNKNOWN
1985,20228959,3798,347500,HOUSE,VILLA,3,105.0,0.0,0,14.0,0.0,4.0,0,900.0,UNKNOWN,GOOD
1986,10893217,8582,430079,HOUSE,HOUSE,3,154.0,0.0,0,20.75,0.0,3.0,0,776.0,INSTALLED,UNKNOWN
1987,20323511,3530,439500,HOUSE,HOUSE,4,176.0,0.0,0,22.0,0.0,3.0,0,365.0,HYPER_EQUIPPED,GOOD
1988,20327723,8690,169000,HOUSE,HOUSE,4,201.0,0.0,0,25.0,0.0,0.0,0,372.0,INSTALLED,TO_BE_DONE_UP
1989,8625816,8582,130000,HOUSE,HOUSE,3,157.0,0.0,0,21.0,0.0,2.0,0,485.0,INSTALLED,TO_RENOVATE
1990,20338702,2360,575000,HOUSE,HOUSE,3,285.0,0.0,1,30.0,0.0,4.0,0,1170.0,USA_HYPER_EQUIPPED,GOOD
1992,20176212,8791,293500,HOUSE,HOUSE,3,126.0,0.0,0,20.0,0.0,2.0,1,123.0,UNKNOWN,GOOD
1994,20397967,8791,349500,HOUSE,HOUSE,3,136.0,0.0,0,20.0,119.0,0.0,0,187.0,UNKNOWN,GOOD
1995,20063079,8690,229649,APARTMENT,GROUND_FLOOR,2,87.0,0.0,0,33.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
1996,20226606,3530,359000,HOUSE,EXCEPTIONAL_PROPERTY,4,220.0,0.0,0,230.0,100.0,3.0,1,680.0,INSTALLED,GOOD
1997,20080117,5001,359000,HOUSE,HOUSE,3,171.0,0.0,0,22.0,0.0,3.0,0,421.0,SEMI_EQUIPPED,UNKNOWN
1998,20377825,3530,550000,HOUSE,HOUSE,4,243.0,0.0,0,30.0,0.0,4.0,1,1321.0,UNKNOWN,UNKNOWN
1999,20163238,8791,269000,HOUSE,HOUSE,3,124.0,0.0,0,20.0,0.0,4.0,0,437.0,UNKNOWN,UNKNOWN
2000,20323473,3530,295000,HOUSE,HOUSE,3,142.0,0.0,0,20.0,0.0,4.0,0,1270.0,UNKNOWN,TO_BE_DONE_UP
2001,20268022,8640,249000,HOUSE,HOUSE,4,270.0,0.0,0,30.0,0.0,3.0,0,1404.0,UNKNOWN,GOOD
2003,20165587,3530,348500,APARTMENT,GROUND_FLOOR,3,150.0,0.0,0,20.0,0.0,4.0,1,0.0,UNKNOWN,UNKNOWN
2004,20323539,2360,225000,APARTMENT,GROUND_FLOOR,2,98.0,0.0,0,12.0,52.0,4.0,0,0.0,INSTALLED,JUST_RENOVATED
2005,20348262,8690,199000,HOUSE,HOUSE,6,227.0,0.0,0,28.0,0.0,0.0,0,395.0,INSTALLED,TO_BE_DONE_UP
2006,20174925,8791,349500,HOUSE,HOUSE,3,199.0,0.0,0,25.0,0.0,2.0,1,287.0,UNKNOWN,AS_NEW
2007,20183809,8582,249000,HOUSE,HOUSE,0,126.0,0.0,0,20.0,0.0,0.0,0,1097.0,UNKNOWN,GOOD
2008,10893211,8582,576109,HOUSE,HOUSE,3,144.0,0.0,0,20.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN
2009,20333426,3530,249000,HOUSE,HOUSE,4,165.0,0.0,0,22.0,0.0,3.0,1,1685.0,UNKNOWN,UNKNOWN
2010,20368266,3530,295000,APARTMENT,APARTMENT,3,140.0,0.0,0,20.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2011,20397953,8791,349000,HOUSE,HOUSE,3,136.0,0.0,0,20.0,119.0,0.0,0,187.0,UNKNOWN,GOOD
2012,20063077,8690,227179,APARTMENT,APARTMENT,2,82.0,0.0,0,9.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2013,11035058,3530,109000,APARTMENT,APARTMENT,2,33.0,1.0,0,9.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2014,20211921,8582,349000,HOUSE,HOUSE,3,177.0,0.0,0,22.0,0.0,0.0,0,705.0,HYPER_EQUIPPED,JUST_RENOVATED
2015,20251245,8640,342000,HOUSE,HOUSE,3,130.0,0.0,0,20.0,0.0,3.0,0,0.0,UNKNOWN,GOOD
2016,20389883,2360,305000,APARTMENT,APARTMENT,2,108.0,0.0,0,13.0,0.0,2.0,0,0.0,INSTALLED,UNKNOWN
2017,20265144,5001,389000,HOUSE,HOUSE,4,287.0,0.0,0,36.0,300.0,4.0,1,578.0,INSTALLED,GOOD
2018,10893212,8582,534000,HOUSE,HOUSE,3,144.0,0.0,0,20.0,0.0,4.0,0,0.0,INSTALLED,UNKNOWN
2019,20209844,5000,389000,HOUSE,APARTMENT_BLOCK,5,247.0,0.0,0,30.0,30.0,2.0,0,152.0,INSTALLED,GOOD
2020,20210838,8791,325000,HOUSE,HOUSE,3,126.0,0.0,0,20.0,0.0,3.0,0,132.0,UNKNOWN,GOOD
2022,20344702,5000,285000,APARTMENT,APARTMENT,2,75.0,0.0,0,10.0,0.0,2.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2023,20266875,3798,100000,HOUSE,HOUSE,5,174.0,0.0,0,22.0,0.0,3.0,0,415.0,INSTALLED,TO_RENOVATE
2025,20376313,8640,435000,HOUSE,HOUSE,3,195.0,0.0,0,25.0,0.0,3.0,0,1171.0,UNKNOWN,AS_NEW
2026,11491280,8582,129900,HOUSE,HOUSE,2,100.0,0.0,0,13.0,0.0,2.0,0,0.0,SEMI_EQUIPPED,GOOD
2029,20397880,8791,319000,HOUSE,HOUSE,3,126.0,0.0,0,20.0,61.0,0.0,0,124.0,UNKNOWN,GOOD
2030,20282407,3530,300000,HOUSE,HOUSE,3,130.0,0.0,0,20.0,0.0,2.0,0,640.0,UNKNOWN,GOOD
2031,20343517,8640,425000,HOUSE,HOUSE,3,215.0,0.0,0,28.0,445.0,4.0,0,562.0,UNKNOWN,AS_NEW
2032,11306528,1130,521000,HOUSE,HOUSE,4,149.0,0.0,0,20.0,0.0,2.0,0,0.0,HYPER_EQUIPPED,AS_NEW
2033,20375319,8640,290000,APARTMENT,GROUND_FLOOR,2,101.0,0.0,0,86.0,86.0,0.0,0,0.0,UNKNOWN,GOOD
2035,20210849,8791,320000,HOUSE,HOUSE,3,125.0,0.0,0,20.0,0.0,2.0,0,132.0,UNKNOWN,GOOD
2036,20038314,5001,393000,HOUSE,HOUSE,3,153.0,0.0,0,20.0,0.0,3.0,0,385.0,SEMI_EQUIPPED,UNKNOWN
2037,20332583,8460,329000,APARTMENT,DUPLEX,4,124.0,0.0,0,6.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
2038,20398283,1650,399000,HOUSE,HOUSE,4,128.0,0.0,0,20.0,0.0,3.0,0,254.0,SEMI_EQUIPPED,GOOD
2039,20386591,8460,369000,HOUSE,HOUSE,3,128.0,0.0,0,50.0,50.0,0.0,0,247.0,UNKNOWN,GOOD
2041,20396006,3580,386324,HOUSE,HOUSE,3,166.0,0.0,0,22.0,0.0,3.0,0,479.0,UNKNOWN,AS_NEW
2042,11436394,8460,595000,HOUSE,HOUSE,4,269.0,0.0,0,30.0,0.0,4.0,0,710.0,UNKNOWN,GOOD
2043,20363100,3580,387269,HOUSE,HOUSE,3,168.0,0.0,0,22.0,0.0,3.0,0,500.0,UNKNOWN,AS_NEW
2044,11093744,3580,295000,APARTMENT,PENTHOUSE,2,106.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2045,20067593,8460,279000,HOUSE,BUNGALOW,3,197.0,0.0,0,25.0,0.0,4.0,0,620.0,UNKNOWN,TO_BE_DONE_UP
2046,20251502,8460,259000,HOUSE,HOUSE,3,155.0,0.0,0,21.0,0.0,0.0,0,298.0,UNKNOWN,GOOD
2047,20373144,1860,770000,HOUSE,VILLA,6,337.0,0.0,0,80.0,170.0,4.0,1,594.0,HYPER_EQUIPPED,AS_NEW
2048,20396010,3580,309934,APARTMENT,APARTMENT,2,121.0,0.0,0,19.5,0.0,0.0,0,0.0,UNKNOWN,GOOD
2049,11156324,3580,303185,APARTMENT,APARTMENT,3,123.0,0.0,0,20.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2051,20381523,8460,449000,HOUSE,HOUSE,3,146.0,0.0,0,20.0,0.0,3.0,1,342.0,UNKNOWN,UNKNOWN
2052,20243877,8460,409000,HOUSE,VILLA,3,180.0,0.0,0,50.0,350.0,0.0,0,558.0,UNKNOWN,GOOD
2053,20391639,8430,559700,APARTMENT,APARTMENT,2,100.0,0.0,0,13.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2055,20342654,1742,569000,HOUSE,HOUSE,7,290.0,0.0,0,30.0,0.0,4.0,1,840.0,UNKNOWN,UNKNOWN
2056,20344138,6980,495000,HOUSE,MANSION,5,280.0,0.0,1,24.0,1200.0,4.0,1,1440.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2057,20100844,6600,245000,APARTMENT,APARTMENT,1,86.0,0.0,0,5.0,0.0,3.0,1,0.0,INSTALLED,GOOD
2059,20380567,1650,395000,HOUSE,TOWN_HOUSE,3,143.0,0.0,0,20.0,0.0,3.0,0,479.0,UNKNOWN,GOOD
2060,20358757,8880,199000,HOUSE,HOUSE,4,250.0,0.0,0,30.0,0.0,0.0,0,350.0,UNKNOWN,GOOD
2061,20396008,3580,418017,HOUSE,HOUSE,3,175.0,0.0,0,22.0,0.0,3.0,0,571.0,HYPER_EQUIPPED,AS_NEW
2062,20341167,6600,369000,HOUSE,HOUSE,5,284.0,0.0,0,30.0,0.0,4.0,0,829.0,UNKNOWN,UNKNOWN
2063,20396003,3580,458954,HOUSE,HOUSE,3,240.0,0.0,0,30.0,0.0,3.0,0,828.0,HYPER_EQUIPPED,AS_NEW
2064,11145970,3580,263596,APARTMENT,APARTMENT,2,105.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2065,20350045,6980,150000,HOUSE,HOUSE,5,220.0,0.0,0,20.0,0.0,2.0,0,169.0,UNKNOWN,TO_RESTORE
2066,20358234,1742,495000,HOUSE,HOUSE,3,258.0,0.0,0,30.0,0.0,3.0,1,601.0,HYPER_EQUIPPED,GOOD
2067,20128673,8880,215000,APARTMENT,APARTMENT,2,95.0,0.0,0,12.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2068,20254519,1742,325000,HOUSE,HOUSE,4,150.0,0.0,0,20.0,0.0,3.0,0,1429.0,UNKNOWN,TO_RENOVATE
2069,20365415,3580,289000,HOUSE,HOUSE,3,207.0,0.0,1,25.0,0.0,4.0,0,850.0,INSTALLED,GOOD
2070,20345690,8740,228000,HOUSE,HOUSE,3,272.0,0.0,0,30.0,480.0,3.0,0,865.0,UNKNOWN,TO_RENOVATE
2071,20234093,1742,410000,HOUSE,HOUSE,4,242.0,0.0,0,30.0,69.0,3.0,0,365.0,INSTALLED,AS_NEW
2072,20149495,8740,290000,APARTMENT,APARTMENT,2,106.0,0.0,0,14.0,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN
2075,20346297,8430,210000,APARTMENT,APARTMENT,1,44.0,1.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2076,20354852,8880,109000,HOUSE,HOUSE,4,150.0,0.0,0,20.0,0.0,3.0,0,240.0,UNKNOWN,TO_RENOVATE
2077,20337259,6600,210000,APARTMENT,DUPLEX,2,77.0,0.0,0,10.0,0.0,0.0,1,0.0,INSTALLED,GOOD
2078,20224782,6980,220000,HOUSE,HOUSE,2,144.0,0.0,0,31.0,0.0,2.0,1,105.0,UNKNOWN,UNKNOWN
2079,20391638,8430,190000,APARTMENT,APARTMENT,1,45.0,1.0,0,10.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2080,20397169,8430,165000,APARTMENT,FLAT_STUDIO,0,34.0,1.0,0,10.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
2081,20388400,6980,195000,APARTMENT,APARTMENT,4,127.0,0.0,0,20.0,600.0,2.0,1,0.0,UNKNOWN,UNKNOWN
2082,20120404,6600,290000,APARTMENT,APARTMENT,3,121.0,0.0,0,19.5,0.0,2.0,0,0.0,INSTALLED,UNKNOWN
2083,20368615,1860,495000,HOUSE,HOUSE,3,178.0,0.0,0,22.0,0.0,4.0,1,555.0,UNKNOWN,UNKNOWN
2084,20386395,1860,499000,HOUSE,HOUSE,3,131.0,0.0,0,20.0,0.0,3.0,0,517.0,HYPER_EQUIPPED,GOOD
2085,20388399,6980,195000,HOUSE,HOUSE,4,127.0,0.0,0,20.0,600.0,2.0,1,690.0,UNKNOWN,UNKNOWN
2086,20296235,1742,299000,HOUSE,HOUSE,3,110.0,0.0,1,15.0,0.0,4.0,0,411.0,SEMI_EQUIPPED,TO_RENOVATE
2088,20336120,1860,399000,HOUSE,HOUSE,4,186.0,0.0,0,24.0,0.0,4.0,1,1248.0,INSTALLED,TO_RENOVATE
2089,20251482,6600,350000,HOUSE,HOUSE,5,267.0,0.0,0,30.0,0.0,3.0,0,155.0,SEMI_EQUIPPED,GOOD
2091,20384142,8430,550000,HOUSE,HOUSE,3,164.0,0.0,0,24.0,25.0,3.0,1,307.0,INSTALLED,GOOD
2093,20393866,8430,274000,HOUSE,HOUSE,3,155.0,0.0,0,21.0,65.0,3.0,0,130.0,UNKNOWN,AS_NEW
2094,20384669,8880,150000,HOUSE,HOUSE,5,250.0,0.0,0,30.0,0.0,2.0,0,418.0,UNKNOWN,UNKNOWN
2095,20350403,8880,479000,HOUSE,HOUSE,3,290.0,0.0,0,30.0,0.0,0.0,0,814.0,INSTALLED,GOOD
2097,20269510,8430,289000,APARTMENT,APARTMENT,1,60.0,1.0,0,10.0,0.0,0.0,0,0.0,INSTALLED,GOOD
2100,20392322,8460,375000,HOUSE,HOUSE,3,170.0,0.0,0,22.0,0.0,0.0,0,259.0,HYPER_EQUIPPED,GOOD
2101,20376176,1650,449000,HOUSE,TOWN_HOUSE,4,162.0,0.0,0,22.0,0.0,2.0,0,137.0,UNKNOWN,AS_NEW
2103,20297923,1742,399000,HOUSE,BUNGALOW,2,132.0,0.0,0,20.0,0.0,4.0,0,1050.0,HYPER_EQUIPPED,GOOD
2104,20344419,8880,189000,HOUSE,HOUSE,3,150.0,0.0,0,20.0,0.0,0.0,0,218.0,UNKNOWN,GOOD
2105,20333885,1650,320000,HOUSE,HOUSE,3,106.0,0.0,0,14.0,0.0,3.0,1,482.0,INSTALLED,TO_BE_DONE_UP
2106,20365391,8740,545000,HOUSE,VILLA,5,262.0,0.0,0,30.0,624.0,3.0,0,1031.0,UNKNOWN,AS_NEW
2107,20366496,6980,150000,HOUSE,APARTMENT_BLOCK,5,220.0,0.0,0,20.0,0.0,2.0,0,169.0,UNKNOWN,TO_RESTORE
2109,11489132,1650,449000,HOUSE,HOUSE,3,187.0,0.0,0,24.0,760.0,3.0,0,926.0,USA_HYPER_EQUIPPED,UNKNOWN
2111,20084090,1650,440000,HOUSE,VILLA,3,170.0,0.0,0,15.0,700.0,4.0,0,927.0,SEMI_EQUIPPED,TO_RENOVATE
2112,11399214,6600,280000,HOUSE,HOUSE,3,151.0,0.0,0,20.0,608.0,4.0,1,782.0,INSTALLED,GOOD
2114,20369731,8430,225000,APARTMENT,APARTMENT,1,38.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
2115,20266728,1742,259000,HOUSE,HOUSE,3,111.0,0.0,0,182.0,599.0,3.0,0,980.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2116,20374882,8430,298000,APARTMENT,APARTMENT,2,43.0,1.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,UNKNOWN
2117,20378743,8430,130000,APARTMENT,FLAT_STUDIO,0,27.0,0.0,0,9.0,0.0,0.0,0,0.0,SEMI_EQUIPPED,GOOD
2119,20387078,1742,598000,HOUSE,HOUSE,3,180.0,0.0,0,24.0,0.0,3.0,0,592.0,INSTALLED,GOOD
2120,20211109,8740,423000,HOUSE,HOUSE,4,231.0,0.0,0,30.0,0.0,0.0,0,321.0,UNKNOWN,GOOD
2122,11278251,1650,260000,APARTMENT,APARTMENT,2,77.0,0.0,0,10.0,0.0,2.0,0,0.0,NOT_INSTALLED,TO_BE_DONE_UP
2123,20337560,8880,295000,HOUSE,HOUSE,0,211.0,0.0,0,25.0,0.0,3.0,0,684.0,UNKNOWN,GOOD
2125,20211104,8740,386700,HOUSE,HOUSE,4,238.0,0.0,0,30.0,0.0,0.0,0,235.0,UNKNOWN,GOOD
2127,11279567,1650,535000,HOUSE,HOUSE,4,183.0,0.0,0,15.0,200.0,3.0,0,388.0,INSTALLED,UNKNOWN
2128,20296498,6600,345000,APARTMENT,APARTMENT,3,125.0,0.0,0,20.0,0.0,3.0,0,0.0,INSTALLED,GOOD
2129,20211110,8740,432700,HOUSE,HOUSE,4,226.0,0.0,0,28.0,0.0,0.0,0,428.0,UNKNOWN,GOOD
2130,20309722,1742,320000,HOUSE,HOUSE,2,199.0,0.0,0,25.0,0.0,3.0,1,162.0,INSTALLED,GOOD
2131,20294740,8740,440000,HOUSE,HOUSE,3,222.0,0.0,0,42.0,305.0,3.0,0,462.0,UNKNOWN,AS_NEW
2133,20334365,1860,595000,HOUSE,HOUSE,4,175.0,0.0,0,22.0,400.0,4.0,0,509.0,HYPER_EQUIPPED,GOOD
2134,20330605,1860,590000,HOUSE,HOUSE,4,200.0,0.0,0,13.0,310.0,2.0,0,422.0,HYPER_EQUIPPED,GOOD
2135,20363507,6980,280000,HOUSE,TOWN_HOUSE,3,120.0,0.0,0,18.0,0.0,0.0,0,88.0,UNKNOWN,GOOD
2136,20327631,8680,369000,HOUSE,HOUSE,3,233.0,0.0,0,30.0,0.0,0.0,0,666.0,INSTALLED,GOOD
2137,20363866,8900,142000,APARTMENT,APARTMENT,2,74.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2138,20394799,8900,299000,HOUSE,HOUSE,3,174.0,0.0,0,22.0,424.0,4.0,0,526.0,UNKNOWN,AS_NEW
2139,20342871,8680,149000,HOUSE,HOUSE,3,95.0,0.0,0,12.0,0.0,2.0,0,455.0,UNKNOWN,GOOD
2140,20355737,8900,250000,APARTMENT,APARTMENT,3,112.0,0.0,0,6.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2141,20383501,8370,595000,HOUSE,VILLA,3,204.0,0.0,0,25.0,0.0,0.0,0,676.0,UNKNOWN,GOOD
2142,20237799,6970,247000,APARTMENT,APARTMENT,2,101.0,0.0,0,6.0,0.0,3.0,1,0.0,UNKNOWN,GOOD
2143,20380694,8370,459000,HOUSE,HOUSE,3,159.0,0.0,0,18.0,33.0,2.0,0,0.0,INSTALLED,GOOD
2144,20396589,8900,149000,APARTMENT,GROUND_FLOOR,1,85.0,0.0,0,11.0,0.0,0.0,0,0.0,UNKNOWN,JUST_RENOVATED
2145,20170891,6970,298000,HOUSE,HOUSE,3,122.0,0.0,0,9.0,0.0,4.0,1,750.0,UNKNOWN,GOOD
2146,20387464,8680,299000,HOUSE,HOUSE,3,126.0,0.0,0,20.0,0.0,0.0,0,150.0,UNKNOWN,JUST_RENOVATED
2147,11374236,8680,388000,HOUSE,HOUSE,3,159.0,0.0,0,21.0,0.0,0.0,0,308.0,UNKNOWN,GOOD
2148,11450359,6672,519000,HOUSE,HOUSE,7,320.0,0.0,0,40.0,0.0,4.0,0,978.0,INSTALLED,GOOD
2151,20357202,6860,249000,HOUSE,HOUSE,3,205.0,0.0,0,25.0,170.0,4.0,1,170.0,NOT_INSTALLED,TO_BE_DONE_UP
2152,20391462,8900,1595000,HOUSE,CASTLE,6,600.0,0.0,0,100.0,0.0,4.0,0,10137.0,INSTALLED,GOOD
2153,20381312,8680,184000,HOUSE,HOUSE,3,134.0,0.0,0,20.0,0.0,0.0,0,987.0,SEMI_EQUIPPED,TO_RENOVATE
2154,20167937,6970,298000,HOUSE,HOUSE,3,122.0,0.0,0,9.0,0.0,4.0,1,750.0,UNKNOWN,GOOD
2155,20296490,6692,520000,HOUSE,HOUSE,4,160.0,0.0,0,24.0,1270.0,4.0,0,1489.0,UNKNOWN,GOOD
2156,20237796,6970,229000,APARTMENT,APARTMENT,2,91.0,0.0,0,6.0,0.0,3.0,1,0.0,UNKNOWN,GOOD
2157,20397350,5520,289000,HOUSE,HOUSE,4,207.0,0.0,0,25.0,0.0,3.0,0,891.0,INSTALLED,GOOD
2158,20238356,3320,325000,HOUSE,HOUSE,3,150.0,0.0,0,30.0,280.0,3.0,1,480.0,HYPER_EQUIPPED,GOOD
2159,20317609,6970,209900,APARTMENT,APARTMENT,2,93.0,0.0,0,12.0,0.0,3.0,1,0.0,NOT_INSTALLED,UNKNOWN
2160,20349785,6860,220000,HOUSE,HOUSE,3,208.0,0.0,0,25.0,0.0,4.0,1,644.0,UNKNOWN,UNKNOWN
2161,20318451,6860,170000,HOUSE,HOUSE,2,176.0,0.0,0,22.0,0.0,3.0,1,1647.0,UNKNOWN,UNKNOWN
2162,20348202,8900,585000,HOUSE,HOUSE,4,280.0,0.0,0,17.0,0.0,0.0,0,151.0,UNKNOWN,GOOD
2163,20242782,8680,249000,HOUSE,HOUSE,4,223.0,0.0,0,26.0,0.0,0.0,0,613.0,SEMI_EQUIPPED,TO_BE_DONE_UP
2166,20387163,6860,299500,HOUSE,HOUSE,3,157.0,0.0,0,1.0,1.0,4.0,1,840.0,INSTALLED,AS_NEW
2167,20371588,8370,230000,APARTMENT,APARTMENT,1,42.0,0.0,0,50.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2168,20394029,8370,220000,APARTMENT,GROUND_FLOOR,2,95.0,0.0,0,12.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2169,11488626,1831,325660,APARTMENT,GROUND_FLOOR,2,103.0,0.0,0,13.0,0.0,0.0,1,0.0,HYPER_EQUIPPED,AS_NEW
2170,20370729,6672,495000,HOUSE,HOUSE,3,135.0,0.0,0,50.0,0.0,4.0,0,830.0,INSTALLED,UNKNOWN
2171,11285381,6970,575000,HOUSE,HOUSE,4,168.0,1.0,0,22.0,0.0,4.0,0,814.0,UNKNOWN,UNKNOWN
2172,20393414,8370,130000,APARTMENT,APARTMENT,2,72.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,TO_RENOVATE
2173,20270699,1831,419000,HOUSE,HOUSE,4,180.0,0.0,0,9.0,0.0,3.0,0,253.0,UNKNOWN,GOOD
2174,20392309,8370,199000,APARTMENT,APARTMENT,1,55.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,AS_NEW
2175,20363891,8900,118000,APARTMENT,APARTMENT,1,45.0,0.0,0,10.0,0.0,0.0,0,0.0,UNKNOWN,GOOD
2177,20150444,6860,274900,APARTMENT,APARTMENT,2,101.0,0.0,0,11.0,0.0,4.0,1,0.0,UNKNOWN,GOOD
2178,20378139,3320,285000,HOUSE,HOUSE,3,201.0,0.0,0,25.0,0.0,2.0,0,349.0,SEMI_EQUIPPED,TO_RESTORE
